"tract","Name","Median_Hhold._Income_of_Residents_in_2012-16"
35051962200,"Truth or Consequences, NM",26073
48141001002,"Grandview, El Paso, TX",25828
47093006600,"Knoxville, TN",25647
48439123600,"Fort Worth, TX",25493
45007012300,"Anderson, SC",25472
5021950400,"Corning, AR",25185
21195931400,"Belfry, KY",25171
36055006400,"Genesee-Jefferson, Rochester, NY",24885
28063950200,"Fayette, MS",24831
44007000500,"Lower South Providence, Providence, RI",24707
26053950500,"Ironwood, MI",24581
48029170200,"Inner West Side, San Antonio, TX",24227
36005036700,"Bronx County, NY",23321
1125011800,"Tuscaloosa, AL",22946
47157002800,"Binghampton, Memphis, TN",22145
55101000100,"Racine, WI",21837
28029950100,"Crystal Springs, MS",21740
32003003800,"North Las Vegas, NV",21737
42101020400,"North Philadelphia, Philadelphia, PA",21703
6019002501,"Roosevelt, Fresno, CA",21556
27169670500,"Winona, MN",21123
12031002901,"Moncrief Park, Jacksonville, FL",20097
39095003500,"ONYX, Toledo, OH",19751
17031430500,"South Side, Chicago, IL",19624
13121004400,"Mechanicsville, Atlanta, GA",19508
12103021200,"Thirteenth St Heights, Saint Petersburg, FL",18903
53063002400,"Emerson Garfield, Spokane, WA",18611
26163513900,"Detroit, MI",18344
39113002300,"Burkhardt, Dayton, OH",17515
8101003500,"Downtown, Pueblo, CO",17165
12057003700,"Tampa, FL",16951
72023830102," County, PR",16599
48141002800,"Chamizal, El Paso, TX",16506
42101006900,"Southwest Philadelphia, Philadelphia, PA",15701
72121960600,"Urbanizacion El Arrendado, Sabana Grande, PR",14417
72113070201,"Ponce, PR",11848
29510216800,,
51013100200,"Yorktown, Arlington, VA",202677
36059301500,"Plandome, NY",202446
12086008101,"Pinecrest, FL",201143
11001000600,"Northwest Washington, Washington, DC",200993
34007606400,"Haddonfield, NJ",200841
24510271102,"Mid-Charles, Baltimore, MD",200286
42091204800,"Gladwyne, PA",199597
6037261101,"Beverly Hills, CA",199497
34027042800,"Chatham, NJ",198948
36059411500,"Hewlett, NY",198743
36119011800,"Briarcliff Manor, NY",198743
48439113906,"Southlake, TX",197869
6081606500,"Baywood - Aragon, San Mateo, CA",197396
6085511910,"South San Jose, San Jose, CA",195600
25017338500,"Winchester, MA",194669
51059451200,"Falls Church, VA",191611
6085511400,"Old Palo Alto, Palo Alto, CA",189142
51059470600,"McLean, VA",189114
24031704503,"Bethesda, MD",188350
34003047200,"Ridgewood, NJ",187427
34013021602,"North Caldwell, NJ",186544
6013355116,"San Ramon, CA",185743
9001010202,"Cos Cob, Greenwich, CT",185534
13121011425,"Johns Creek, GA",185411
17097865600,"Braeside, Highland Park, IL",185097
25017367100,"Weston, MA",183968
36061003100,"Chinatown, New York, NY",183518
20091053423,"Brookhighland, Overland Park, KS",183249
51510200801,"Taylor Run, Alexandria, VA",182901
25021404202,"Babson Park, Wellesley, MA",182622
25017374300,"Waban, Newton, MA",181901
26125150600,"Bloomfield Hills, MI",181461
24031701205,"Rockville, MD",180427
17097864601,"Lake Forest, IL",180149
51013101300,"Bluemont, Arlington, VA",180037
6001405100,"Trestle Glen, Oakland, CA",179884
6013346204,"Danville, CA",179261
48113019800,"Park Cities, Dallas, TX",178992
51107611009,"Leesburg, VA",178889
9003462102,"Avon, CT",178663
51107611208,"Sterling, VA",177645
9001022400,"Cove - East Side - Shippan, Stamford, CT",176935
17097863601,"Libertyville, IL",176523
39153534100,"Hudson, OH",176029
48201454501,"Energy Corridor, Houston, TX",175327
6001400100,"Claremont Hills, Berkeley, CA",175207
36103112212,"Dix Hills, NY",174952
34027045804,"Mendham, NJ",174671
24031700607,"North Potomac, MD",173776
6037700600,"Beverly Hills, CA",173714
6081609900,"Mount Carmel, Redwood City, CA",173455
36061005800,"Midtown, New York, NY",173437
8031004303,"East, Denver, CO",173129
17097863300,"Lake Bluff, IL",173067
51059460900,"Vienna, VA",172203
48453001755,"Great Hills, Austin, TX",172138
26161415600,"Ann Arbor, MI",171420
48201522500,"Northwest Houston, Houston, TX",171374
6085508301,"Sunnyvale, CA",171199
24027602303,"Ellicott City, MD",171001
33011002903,"Bedford, NH",170791
53033024500,"Mercer Island, WA",170186
34027044200,"Morristown, NJ",170104
6013352102,"Moraga, CA",169662
21067004006,"Hartland Homeowners, Lexington, KY",169322
12095015802,"Winter Park, FL",169116
48085030407,"Starwood - Chamberlyne Place Village, Frisco, TX",169116
6059110118,"Cypress, CA",168911
34013016000,"Glen Ridge, NJ",168711
25017366202,"Cochituate, Wayland, MA",168487
6081608800,"Belmont, CA",168072
36059518501,"Jericho, NY",167847
6085507807,"Cupertino, CA",166894
48121021751,"Flower Mound, TX",166688
34039037700,"Summit, NJ",166560
51059430101,"Fairfax, VA",165413
25017373600,"Chestnut Hill, Newton, MA",165149
9001090700,"Trumbull, CT",164256
6111007300,"Westlake Village, CA",164179
6037262604,"Pacific Palisades, Los Angeles, CA",163919
53033032316,"Sammamish, WA",163649
6075022702,"Potrero Hill, San Francisco, CA",163488
24003730601,"Millersville, MD",163198
34003055100,"Tenafly, NJ",163047
29189221626,"Wildwood, MO",162451
6013352101,"Rheem Valley Manor, Moraga, CA",162383
42045409702,"Villanova, PA",162122
36119012502,"South Salem, NY",161883
37119006404,"Davidson, NC",161628
24027605103,"Highland, MD",161335
47187050206,"Brentwood, TN",161247
6075061500,"South of Market, San Francisco, CA",160663
6059021828,"Yorba Linda, CA",160525
13089020100,"Morningside-Lenox Park, Atlanta, GA",160475
53033024601,"Mercer Island, WA",160332
17097864802,"Deerfield, IL",160105
48439113622,"Colleyville, TX",160031
25009254302,"Andover, MA",159858
36059518204,"Woodbury, NY",159770
34013020500,"Livingston, NJ",159770
6037670202,"Rolling Hills Estates, CA",159241
15003008931,"Mililani Mauka - Launani Valley, Wahiawa, HI",159241
6081611600,"Suburban Park - Lorelei Manor - Flood Park Triangle, Menlo Park, CA",159241
34025803700,"Fair Haven, NJ",159124
51059440300,"Annandale, VA",159036
24027605102,"Fulton, MD",158933
48157673902,"Telfair, Sugar Land, TX",158883
6001443102,"Weibel, Fremont, CA",158637
48121021512,"Highland Village, TX",158587
25017338100,"Winchester, MA",158585
42091205502,"Wynnewood, PA",158547
12021010215,"Pelican Bay, Naples, FL",158465
24003751700,"Crownsville, MD",158281
36103158001,"Setauket- East Setauket, NY",158174
34027040805,"Towaco, Montville, NJ",158007
25009254301,"Andover, MA",157925
13121010107,"Sandy Springs, GA",157801
51810042000,"North Central, Virginia Beach, VA",157744
34003049001,"River Vale, NJ",157508
48201431700,"Southwest Houston, Houston, TX",157213
53033032322,"English Hill, Redmond, WA",157136
6001404700,"Oakmore, Oakland, CA",157125
34003022100,"Glen Rock, NJ",157109
6081610303,"Redwood Shores, Redwood City, CA",157077
6073017107,"Encinitas, CA",156909
24003730800,"Arnold, MD",156772
25017358700,"Lexington, MA",156772
6081609700,"Emerald Hills, CA",156525
25017386100,"Sherborn, MA",156278
24031700611,"Boyds, MD",156076
6013345113,"Danville, CA",156018
36103134703,"Northport, NY",155167
42029300501,"Phoenixville, PA",155126
12086007300,"Coconut Grove, Miami, FL",154983
34025809701,"Marlboro Township, NJ",154852
6037261200,"Beverly Glen, Los Angeles, CA",154303
6111007511,"Bell Canyon, CA",154180
6037800506,"Eastern Malibu, Malibu, CA",154127
42091206105,"Royersford, PA",154068
48453001912,"Davenport Ranch West, Austin, TX",154039
8005006808,"Englewood, CO",154001
34037373200,"Sparta Township, NJ",153892
17043842000,"Glen Ellyn, IL",153848
48201421000,"Southwest Houston, Bellaire, TX",153810
17043845100,"Clarendon Hills, IL",153645
6037262302,"Brentwood, Los Angeles, CA",153621
13121010211,"Atlanta, GA",153532
24031704300,"Kensington, MD",153481
37183053411,"Cary, NC",153407
36119009600,"Highlands, White Plains, NY",153116
47157021353,"Germantown, TN",153017
34039036400,"Westfield, NJ",152953
24003730902,"Annapolis, MD",152932
31055007405,"West Omaha, Omaha, NE",152892
8014031300,"Broomfield, CO",152716
48157673003,"Katy, TX",152651
27053026022,"Eden Prairie, MN",152628
51059432600,"Springfield, VA",152554
8035014137,"Southridge, Littleton, CO",152533
48339690602,"Sterling Ridge, Spring, TX",152334
25009254403,"Andover, MA",152270
34027043402,"Morristown, NJ",151916
51059460600,"Vienna, VA",151914
40109106401,"Central Oklahoma City, Nichols Hills, OK",151834
25017320103,"Hopkinton, MA",151834
17031801100,"Wilmette, IL",151787
17197880305,"Naperville, IL",151753
22071011600,"Audubon, New Orleans, LA",151697
9001050500,"Westport, CT",151658
6067008512,"Folsom, CA",151645
6037620301,"Manhattan Beach, CA",151636
34025809501,"Morganville, Marlboro Township, NJ",151546
48113008000,"Lakewood, Dallas, TX",151371
48121020111,"Country Club Ridge At The Trails, Frisco, TX",151358
51059480504,"Reston, VA",151217
8035014140,"Southridge, Highlands Ranch, CO",151012
6081608200,"Foster City, CA",150993
6085507001,"Los Gatos, CA",150970
6001450745,"Pleasanton, CA",150909
25017358600,"Lexington, MA",150865
6059021921,"Anaheim Hills, Anaheim, CA",150795
48201420800,"Southwest Houston, Houston, TX",150790
36061012500,"Midtown, New York, NY",150668
37183053604,"Preston, Cary, NC",150653
6059032042,"Trabuco Canyon, CA",150600
36119007100,"Larchmont, NY",150583
51059450900,"Falls Church, VA",150292
12011010503,"Pompano Beach, FL",150188
51510201802,"Old Town, Alexandria, VA",150106
36081074900,"Queens County, NY",150071
42029300302,"Malvern, PA",149983
34003001000,"Allendale, NJ",149752
42017105400,"Newtown, PA",149688
25017318300,"Westford, MA",149661
25017363201,"Acton, MA",149613
6059021824,"Yorba Linda, CA",149551
9001060800,"Fairfield, CT",149293
25027715100,"Bolton, MA",149141
48113007812,"Lake Highlands, Dallas, TX",149135
51107610503,"Leesburg, VA",149101
6075022704,"Potrero Hill, San Francisco, CA",149058
34027043303,"Morristown, NJ",149058
31055007460,"Omaha, NE",149023
34003035200,"Woodcliff Lake, NJ",148982
6013345116,"San Ramon, CA",148898
34003048200,"River Edge, NJ",148802
6081611100,"Farm Hills, Redwood City, CA",148802
6075020700,"Mission Dolores, San Francisco, CA",148793
9001010101,"Greenwich, CT",148778
17031801701,"Techny, Northbrook, IL",148634
6059075703,"Santa Ana, CA",148617
40109108101,"Northeast Oklahoma City, Edmond, OK",148543
6073008303,"La Jolla, San Diego, CA",148543
36103112102,"Dix Hills, NY",148493
1073012911,"Vestavia Hills, AL",148448
6073008365,"Rancho Peñasquitos, San Diego, CA",148355
6013392000,"Kensington, CA",148308
48201450200,"Memorial, Houston, TX",148208
6001404400,"Merriewood, Oakland, CA",148204
6037620800,"Manhattan Beach, CA",148187
55089660304,"Mequon, WI",148173
51087200109,"Richmond, VA",147668
9003497000,"West Hartford, CT",147226
34005981802,"Trenton, NJ",146897
51107610300,"Leesburg, VA",146732
42003422000,"Pittsburgh, PA",146702
36103158010,"Setauket- East Setauket, NY",146691
37119005832,"Hembstead, Charlotte, NC",146673
51153901219,"Woodbridge, VA",146554
48085030507,"Hillcrest Estates, Frisco, TX",146456
51059450400,"Falls Church, VA",146156
17197880304,"Naperville, IL",145827
48121020110,"Grayhawk, Frisco, TX",145765
13121010108,"Atlanta, GA",145662
13067030336,"Marietta, GA",145575
24033800518,"Bowie, MD",145550
34023008208,"Monroe Township, NJ",145508
6075016700,"Lower Haight, San Francisco, CA",145403
51059461500,"Vienna, VA",145177
36059406600,"Mott Section, Garden City, NY",145045
34039037100,"Cranford, NJ",144994
25017323100,"Stow, MA",144970
51013101200,"Dominion Hills, Arlington, VA",144922
36059519704,"Plainview, NY",144915
12109020706,"Plantation Oaks, Ponte Vedra Beach, FL",144858
17043844002,"Elmhurst, IL",144702
53033032213,"Sammamish, WA",144549
36103135103,"Commack, NY",144428
51153901235,"Lake Ridge, VA",144315
6085509109,"Mountain View, CA",144218
48113020000,"Coppell, TX",144134
6037143800,"Studio City, Los Angeles, CA",143987
24005490500,"Towson, MD",143899
51107611803,"South Riding, VA",143856
25009253203,"North Andover, MA",143793
53033025006,"Renton, WA",143632
24031700103,"Laytonsville, MD",143629
48113007906,"Park Cities, Dallas, TX",143558
24027602304,"Ellicott City, MD",143422
42101038600,"Chestnut Hill, Philadelphia, PA",143296
36061003700,"Lower Manhattan, New York, NY",143193
6075021200,"Dolores Heights, San Francisco, CA",143081
8005086700,"Tallyn's Reach, Aurora, CO",142869
34035050903,"Martinsville, Bridgewater, NJ",142644
26125150400,"Bloomfield Township, MI",142603
6081609603,"San Carlos, CA",142478
4013116728,"Ahwatukee Foothills Village, Phoenix, AZ",142468
6111005204,"Camarillo, CA",142385
42019912301,"Cranberry Township, PA",142255
6059032038,"Mission Viejo, CA",142173
6073011300,"Coronado, CA",142113
34003020100,"Franklin Lakes, NJ",142079
25009209200,"Lynnfield, MA",141959
6071002022,"Etiwanda, Rancho Cucamonga, CA",141798
9003520201,"Glastonbury, CT",141651
48453001604,"Tarrytown, Austin, TX",141136
17031801902,"Glenview, IL",140972
13121009802,"Buckhead, Atlanta, GA",140949
25025040100,"Charlestown, Boston, MA",140910
36061015001,"Upper East Side, New York, NY",140901
26125159000,"Franklin, MI",140890
53033023900,"West Bellevue, Bellevue, WA",140822
34031246103,"Wayne, NJ",140787
12021010209,"Naples, FL",140725
45045002813,"Simpsonville, SC",140725
36061004200,"Lower Manhattan, New York, NY",140725
34019011001,"Hunterdon County, NJ",140701
34003047100,"Ridgewood, NJ",140659
27163070301,"Saint Paul, MN",140587
26125152600,"Birmingham, MI",140548
6073017303,"Solana Beach, CA",140010
29047021309,"Kansas City, MO",139873
15003000600,"Waialae - Kahala, Honolulu, HI",139799
8005086400,"Centennial, CO",139667
36059303400,"East Williston, NY",139490
51107610201,"Purcellville, VA",139490
34019011301,"Flemington, NJ",139468
48085031664,"Deerfield, Plano, TX",139445
6085511907,"South San Jose, San Jose, CA",139402
34007606100,"Haddonfield, NJ",139336
51153901011,"Montclair, VA",139313
51059431802,"Burke, VA",139078
36061004500,"Lower Manhattan, New York, NY",139059
42091206801,"Lansdale, PA",139057
6059021917,"Orange, CA",138996
25017365202,"Sudbury, MA",138873
6085504414,"Milpitas, CA",138858
13067030218,"Kennesaw, GA",138840
6037800324,"Agoura Hills, CA",138668
51059415100,"Alexandria, VA",138565
34023002101,"Metuchen, NJ",138503
6059099415,"Huntington Beach, CA",138495
26163550300,"Grosse Pointe Park, MI",138487
36059411600,"Lawrence, NY",138474
36087010503,"Pomona, NY",138450
6075017000,"The Castro, San Francisco, CA",138406
6085503333,"East San Jose, San Jose, CA",138171
26125150700,"Bloomfield Hills, MI",138119
24031701312,"Olney, MD",137994
27163071016,"Woodbury, MN",137771
48453001765,"The Reserve At Twin Creeks, Cedar Park, TX",137762
39041011740,"Westerville, OH",137591
45019000200,"Charleston, SC",137414
44007003400,"Blackstone, Providence, RI",137346
39041011560,"Delaware, OH",137330
6001421300,"Berkeley Hills, Berkeley, CA",137240
6013345203,"Danville, CA",137198
39041011421,"Powell, OH",137159
49043964303,"Park City, UT",137159
36061005700,"Lower Manhattan, New York, NY",137069
4013813600,"Chandler, AZ",137021
6037106643,"Granada Hills, Los Angeles, CA",137021
27019090702,"Chanhassen, MN",137021
13089021210,"Dunwoody, GA",136977
36119014607,"Cortlandt, NY",136951
31055006804,"South Central Omaha, Omaha, NE",136919
51059430201,"Fairfax, VA",136867
36119014908,"Yorktown Heights, NY",136845
36055012306,"Pittsford, NY",136774
36059415802,"Wantagh, NY",136654
6085504201,"Alum Rock, San Jose, CA",136528
36081092800,"Queens County, NY",136437
6081609602,"San Carlos, CA",136281
17043841901,"Wheaton, IL",136281
6079011504,"San Luis Obispo, CA",136199
8005006857,"Greenwood Village, CO",135869
51107610701,"Purcellville, VA",135722
42101038700,"Northwest Philadelphia, Philadelphia, PA",135674
34027043900,"Chatham Township, NJ",135650
17031070600,"Lincoln Park, Chicago, IL",135573
45019002104,"Kiawah Island, SC",135540
25017363202,"Acton, MA",135540
36119014805,"Yorktown Heights, NY",135434
13089021213,"Dunwoody, GA",135247
13089021604,"Sagamore Hills, Decatur, GA",135170
17031071800,"Lincoln Park, Chicago, IL",135108
12086980300,"Coral Gables, FL",134964
39159050601,"Plain City, OH",134881
51013100700,"Arlington, VA",134870
51013102301,"Alcova Heights, Arlington, VA",134758
19049050805,"Urbandale, IA",134752
24033800706,"Upper Marlboro, MD",134730
37119005848,"Providence Plantation, Charlotte, NC",134660
26125135300,"Commerce Charter Township, MI",134630
53061042005,"Mukilteo, WA",134624
8031004106,"Northeast, Denver, CO",134609
13067031209,"Smyrna, GA",134573
39153533101,"Hudson, OH",134553
21067003916,"Greenbrier Residents, Lexington, KY",134553
6111007202,"Thousand Oaks, CA",134505
25021442201,"Franklin, MA",134505
17097861611,"Gurnee, IL",134482
24027606701,"Kings Contrivance, Columbia, MD",134471
6081608023,"Foster City, CA",134415
27019090502,"Chanhassen, MN",134392
6065045608,"La Quinta, CA",134363
36055011708,"Fairport, NY",134347
24033800408,"Glenn Dale, MD",134324
6085511905,"South San Jose, San Jose, CA",134278
36087011601,"Suffern, NY",134187
36103112210,"Dix Hills, NY",134121
42091203103,"Lafayette Hill, PA",134065
11001005800,"Northwest Washington, Washington, DC",134027
36061015700,"Upper West Side, New York, NY",133961
1073010802,"Birmingham, AL",133935
8031003901,"Belcaro, Denver, CO",133709
51059421200,"Alexandria, VA",133565
42045410100,"Glen Mills, PA",133554
6059063009,"East Bluff, Newport Beach, CA",133523
34005703804,"Medford, NJ",133486
34013020600,"Livingston, NJ",133369
9001105100,"Easton, CT",133279
20091053011,"Eastbrooke, Olathe, KS",133226
42091203000,"Fort Washington, PA",133219
48439113816,"Keller, TX",133185
48121020109,"Grayhawk, Frisco, TX",133150
34027046106,"Budd Lake, Mount Olive Township, NJ",133121
6085511800,"Los Gatos, CA",133071
36047004100,"Kings County, NY",133044
12095015801,"Winter Park, FL",133010
51059482203,"Reston, VA",132989
34027043302,"Morristown, NJ",132906
36087010802,"New City, NY",132863
6029003810,"Country Rose, Bakersfield, CA",132748
6061020606,"Granite Bay, CA",132676
48085031661,"Villages Of White Rock Creek, Plano, TX",132552
42017104304,"New Hope, PA",132495
9001060900,"Fairfield, CT",132454
6085504202,"Alum Rock, San Jose, CA",132393
51087200129,"Glen Allen, VA",132385
34039036700,"Westfield, NJ",132358
39049006391,"Worthington Hills, Columbus, OH",132350
